,IC objective incomplete normal
501,-1.0713728775266092e-08
502,-3.715006184412262e-08
503,-1.0830776678790351e-07
504,-5.0500142030424134e-09
505,-1.837512345426304e-09
506,-1.3218837699328217e-08
507,-6.631127433952015e-09
508,-1.2504048778467625e-08
509,-3.9675802819563307e-07
510,-1.0885937534034032e-07
511,-1.2148360606870843e-08
512,-5.690883819777065e-08
513,-2.1308738685305752e-08
514,-3.060511128630365e-08
515,-4.564490865847089e-08
516,-1.7418749486816445e-08
517,-1.53815240111835e-08
518,-1.196084690671721e-07
519,-1.842237548717393e-08
520,-1.6336746665385801e-09
521,-1.0913304668299929e-08
522,-3.8004664631823264e-08
523,-1.709564870009239e-07
524,-3.051664627432188e-09
525,-7.0507537609949854e-09
526,-3.8044461868921395e-08
527,-2.1772939167983428e-08
528,-1.2251801476191084e-09
529,-1.2419333323988804e-07
530,-7.418060390766925e-09
531,-1.856745649922224e-08
532,-1.1434758509607685e-07
533,-3.049957054489936e-09
534,-5.902654784403814e-09
535,-2.8198528361668707e-08
536,-4.279402395545452e-09
537,-1.9793333826441478e-08
538,-9.750250418417113e-08
539,-3.062731897884296e-08
540,-5.095581953075965e-08
541,-2.3396334512298358e-08
542,-1.8364396151691596e-09
543,-1.3445638735009632e-07
544,-6.301128129374556e-09
545,-3.0100120964773148e-09
546,-5.079375776324621e-09
547,-1.4859570425596337e-08
548,-7.11500340230327e-09
549,-7.157902910487577e-09
550,-1.5499662393802136e-07
551,-6.837888383803844e-08
552,-1.499460949028547e-09
553,-3.763310154538375e-08
554,-1.2866480598519546e-07
555,-1.0951921258831296e-08
556,-4.153269017261726e-09
557,-3.5361641008642354e-09
558,-1.4566021263320122e-09
559,-1.8287876905940044e-08
560,-1.3548183110238968e-07
561,-1.349552016529491e-07
562,-6.426149216226358e-08
563,-6.649285096749831e-09
564,-1.2570604182132266e-07
565,-2.966493800845328e-07
566,-2.848847998566186e-07
567,-4.2114746345978616e-08
568,-1.591424863480467e-08
569,-1.0945169490205143e-08
570,-1.060224739224069e-08
571,-2.2813195554566397e-08
572,-7.199527951991824e-08
573,-3.041949559255458e-09
574,-2.877113123311928e-07
575,-2.287906648726179e-09
576,-2.6462041803253663e-07
577,-5.9183447051655125e-09
578,-3.744008664159838e-09
579,-2.2744309857286874e-08
580,-4.971041848406123e-08
581,-5.066135082861273e-09
582,-2.822607531973197e-09
583,-1.0869969659173911e-08
584,-1.1686338917980432e-07
585,-7.49497485508375e-08
586,-2.5758886530842675e-07
587,-2.874656303361686e-09
588,-6.769905198760593e-08
589,-5.0832584127837476e-09
590,-4.769743912690665e-09
591,-1.6780048438361345e-09
592,-1.642237081084717e-07
593,-1.29284031136146e-07
594,-1.9222657135699204e-09
595,-3.143367885080471e-08
596,-2.2447315993342997e-08
597,-5.98099093233682e-08
598,-4.069520789010967e-07
599,-8.858967471568364e-08
600,-1.3434367070719183e-07
601,-1.331524713327971e-07
602,-1.8649000379080484e-08
603,-2.829571727586269e-08
604,-6.7176013547684295e-09
605,-4.897481461844462e-09
606,-8.229882826047137e-10
607,-1.2206013702659273e-08
608,-1.255771162691232e-07
609,-1.4555466486502718e-09
610,-1.2720639033831736e-08
611,-4.7255108484977095e-08
612,-1.370318394696103e-07
613,-4.22037145590806e-09
614,-1.1056035920977403e-08
615,-1.4305401240146034e-07
616,-3.039370546588538e-08
617,-1.7172788555678157e-08
618,-7.29130174801517e-08
619,-2.5739931642448476e-07
620,-1.2192442274099201e-08
621,-2.2905325036757075e-07
622,-2.2940173703908994e-07
623,-2.8127423081443555e-08
624,-6.864372462467509e-09
625,-3.187237082596626e-09
626,-6.072640295367988e-09
627,-1.6244891940238636e-07
628,-6.376005690779715e-09
629,-3.0009230336939786e-09
630,-2.8395801335420666e-09
631,-2.2686953681499583e-08
632,-1.1126072902725898e-08
633,-6.227139726922381e-09
634,-1.1631518151133766e-07
635,-6.584252269214359e-08
636,-2.8842103693720296e-08
637,-3.992221004743752e-08
638,-2.134829491797881e-08
639,-1.0368227000084551e-07
640,-4.560237642686395e-09
641,-1.3716558899877202e-09
642,-1.823146389708924e-07
643,-3.091908040784749e-08
644,-8.676403741013093e-08
645,-1.5642991394159029e-07
646,-5.321708038388322e-08
647,-6.9925981974400334e-09
648,-2.975790727532719e-08
649,-8.063899285463116e-09
650,-5.83837633625987e-09
651,-2.7361178495919257e-09
652,-1.1046603803450391e-07
653,-1.224407101535859e-08
654,-6.847662196721897e-08
655,-2.34848275147673e-08
656,-1.2369785634565552e-07
657,-1.6271765909619694e-07
658,-1.6362530770611421e-09
659,-7.025951429406747e-09
660,-7.461887449750857e-08
661,-1.5201527153466777e-08
662,-2.259868293663505e-08
663,-2.098932242060078e-07
664,-1.715628873281056e-08
665,-7.396013118372761e-08
666,-2.176688993157012e-08
667,-4.283996271726979e-09
668,-1.2602645736949775e-07
669,-3.2835276796290536e-08
670,-5.8581371897624315e-08
671,-6.994290896694587e-08
672,-2.41984587134205e-07
673,-3.3098092914997133e-09
674,-3.9414264824296144e-08
675,-9.470703203226723e-09
676,-1.7232774957101858e-08
677,-6.862363498551915e-09
678,-2.2396834287738294e-07
679,-1.3378188732403445e-07
680,-3.085008603247938e-08
681,-1.8884514287030697e-08
682,-1.3447281246411685e-07
683,-4.122963553329225e-09
684,-1.3602180782683498e-07
685,-2.4729940565709935e-09
686,-8.995600288383687e-08
687,-2.661364564620845e-09
688,-3.937874753151777e-08
689,-2.80860125077703e-08
690,-1.1126036560422744e-08
691,-1.572929544831102e-07
692,-1.195239271809968e-07
693,-1.3693132895485412e-07
694,-4.717472857057667e-08
695,-1.266469060758737e-08
696,-1.282942603646813e-08
697,-1.6597559376023116e-07
698,-1.1128671682373565e-08
699,-4.359174844303657e-08
700,-1.07309626469781e-08
701,-1.3546174558939842e-08
702,-9.026986493268238e-09
703,-4.0609710336111365e-09
704,-3.860710828053595e-09
705,-4.882422214532514e-09
706,-5.0262861196208755e-09
707,-1.1794724507448836e-07
708,-1.2984416062070488e-07
709,-1.2422510889419823e-09
710,-5.047490675895444e-09
711,-1.3562345561579251e-08
712,-1.0822955714068722e-08
713,-1.5433155811838318e-08
714,-1.1003042627110351e-08
715,-5.359157399243849e-09
716,-1.846426121679358e-08
717,-1.1033080133356739e-08
718,-3.039489291257181e-09
719,-1.5699225251739985e-08
720,-4.3578653639502524e-08
721,-3.2937823686270417e-09
722,-1.1350448156871505e-07
723,-1.665800038710525e-07
724,-4.5524085099287986e-08
725,-2.416918840281013e-09
726,-5.0326459185320936e-08
727,-3.032259763648212e-09
728,-1.1450607817703478e-08
729,-4.804586791511754e-08
730,-1.4644111073068413e-09
731,-1.291837836616481e-07
732,-1.0039709324994386e-08
733,-4.077196442260577e-09
734,-1.3880918898579393e-08
735,-1.2358337662432712e-07
736,-4.996812465491621e-09
737,-3.282024788633703e-08
738,-7.329379322365112e-08
739,-1.5390997509254035e-09
740,-4.1339506940918165e-08
741,-1.1969286491677793e-07
742,-8.692405166362723e-09
743,-1.075079576186008e-08
744,-1.5443650343009413e-08
745,-4.099233381025767e-09
746,-1.3013526522272018e-08
747,-8.796681729189598e-09
748,-5.0653339811855e-09
749,-7.161461029574175e-09
750,-2.7369917488792088e-08
751,-3.286727568113208e-08
752,-3.531903412069341e-08
753,-1.3227354134969082e-07
754,-3.238958478863735e-08
755,-1.9298398238098418e-09
756,-6.694597071144103e-08
757,-2.762256701497181e-08
758,-4.102105773144465e-09
759,-3.68551250744874e-08
760,-2.4622392555389005e-08
761,-5.806195151182154e-08
762,-5.740168490347174e-08
763,-2.0353604800343625e-08
764,-1.4073237243428154e-08
765,-1.5904600114071824e-08
766,-9.679340569677328e-08
767,-1.3223044932201077e-08
768,-4.449517676315275e-09
769,-3.508361169167547e-08
770,-1.9667344541443362e-09
771,-3.4689685496874413e-09
772,-3.858855939217629e-07
773,-1.0882157743393093e-08
774,-4.9089330849102144e-09
775,-2.8703136423925087e-08
776,-7.189248519748887e-08
777,-2.6356291945047386e-08
778,-4.218631039150899e-09
779,-4.415300466420274e-08
780,-2.1831734602578571e-07
781,-1.4801183161259012e-07
782,-5.036361820304517e-09
783,-1.556668208669762e-09
784,-5.199989791322748e-08
785,-8.84728099490059e-09
786,-1.0854571410157965e-07
787,-6.227879771711225e-09
788,-7.598651446455178e-09
789,-3.350135246320581e-08
790,-2.1351383786108663e-09
791,-3.259025691196003e-09
792,-3.5459505869989485e-08
793,-2.556305574931941e-08
794,-1.3979284494873773e-07
795,-4.6700893487394555e-08
796,-8.070289073335194e-09
797,-8.09131414697415e-09
798,-1.1129443069938009e-08
799,-6.861431489864879e-08
800,-1.3172807153298077e-08
801,-2.4494531608567048e-08
802,-2.093359557910254e-08
803,-4.286831313949645e-09
804,-4.030405043263016e-09
805,-1.9293472113656946e-09
806,-2.722531648854253e-08
807,-5.001981764378552e-09
808,-4.269256344528153e-08
809,-5.502655644689689e-08
810,-1.400021915944624e-08
811,-2.1586486057279827e-08
812,-2.294901119649896e-08
813,-2.9838881143307374e-09
814,-2.691715864624445e-09
815,-2.4270535722141228e-08
816,-7.218394298893848e-08
817,-4.957317432454531e-08
818,-1.0615542442286191e-08
819,-1.5586374434470866e-07
820,-2.409420534540382e-08
821,-1.4396064608700424e-08
822,-1.2905517978894116e-08
823,-6.632427370670832e-08
824,-1.3653629522934456e-07
825,-6.123580822114782e-09
826,-6.741887242053274e-09
827,-5.3271538285129674e-08
828,-3.1487513659358005e-08
829,-6.721228975063174e-08
830,-4.510197472295659e-08
831,-1.2740463881572554e-08
832,-5.3795444970218413e-08
833,-1.4396261062380196e-07
834,-2.965351985112008e-08
835,-1.238648289610454e-08
836,-1.2740172918941904e-08
837,-6.090023542782978e-08
838,-5.553601672211975e-09
839,-1.4407875074699896e-07
840,-6.3004659130447175e-09
841,-5.4445776416593835e-09
842,-1.3268936957640204e-08
843,-3.130950797470138e-08
844,-5.0090010513805346e-09
845,-1.1532387338680767e-08
846,-8.586502291671264e-08
847,-1.261862008484795e-08
848,-1.7013856358089783e-07
849,-6.518703347420421e-08
850,-1.3292134311772384e-07
851,-1.8033336230827636e-07
852,-1.2039384579206107e-08
853,-1.955990190889291e-09
854,-1.504501570016476e-08
855,-1.1085833064093443e-08
856,-1.2355754033502668e-07
857,-1.9138962713312152e-08
858,-1.1128200247427758e-08
859,-4.930528399649868e-09
860,-1.875168505683919e-08
861,-5.039555153514989e-09
862,-3.577787622126426e-08
863,-3.600218771564078e-08
864,-3.5261988389194134e-08
865,-2.452395760629079e-09
866,-3.1152555987263184e-08
867,-1.5840348285932093e-07
868,-4.09873954722448e-09
869,-2.1730700807894445e-08
870,-1.2308482065943697e-08
871,-4.100550775135162e-09
872,-7.533718186411194e-09
873,-6.490794012246648e-08
874,-1.390330413033723e-08
875,-1.0910005471169032e-08
876,-1.4862483132037922e-08
877,-2.6141758070495143e-08
878,-6.047500100154702e-09
879,-5.633028839829549e-09
880,-1.8098194441234242e-07
881,-6.081895480374563e-09
882,-2.1724482377373862e-08
883,-3.0466788077773403e-07
884,-9.074729825692947e-08
885,-1.725200021334308e-07
886,-4.652041696351413e-09
887,-3.0580613407783174e-08
888,-5.425798934483495e-08
889,-1.325503252767953e-07
890,-1.290435895187887e-08
891,-4.0322033385108745e-09
892,-1.8927521753642144e-08
893,-1.3640423858515722e-07
894,-3.679778547054109e-08
895,-1.092604774433817e-08
896,-5.4768071363672534e-09
897,-7.325626277236337e-08
898,-2.7425045091764334e-08
899,-1.332573159173837e-07
900,-7.932148991942644e-08
901,-1.8864437820772034e-08
902,-2.4019621516081992e-08
903,-7.401682176632247e-09
904,-1.8866402557233787e-08
905,-2.784495236973491e-08
906,-1.485374647930829e-07
907,-5.028198803290613e-09
908,-2.479482715578255e-08
909,-1.6590877511641444e-09
910,-1.6461519102592595e-08
911,-5.892269108164688e-08
912,-6.505279239812878e-09
913,-1.1516251918662336e-08
914,-6.7707289294052115e-09
915,-6.674209360258245e-09
916,-8.374566622496601e-09
917,-1.1604383363835097e-07
918,-1.1588000654702625e-08
919,-6.134353315743854e-09
920,-2.543489232844332e-08
921,-1.0792088250049178e-08
922,-3.397112068849563e-08
923,-1.2435933382622004e-08
924,-3.5958469455810846e-08
925,-4.0573394827702805e-09
926,-1.0456931759513579e-08
927,-3.271057538857314e-08
928,-7.002809246463595e-09
929,-3.281782815503263e-08
930,-3.4044279510561527e-08
931,-1.315084602533187e-08
932,-3.55824591467905e-07
933,-3.212219049237788e-08
934,-7.151604422171435e-09
935,-4.302908088024736e-08
936,-6.884377863031224e-09
937,-1.4532476339852258e-09
938,-2.0500831574857334e-08
939,-1.6878949468315433e-08
940,-1.216091661549036e-08
941,-3.0493121413053515e-09
942,-1.1124533111307442e-08
943,-4.270553004067188e-09
944,-1.8705600513408683e-08
945,-1.767764337523219e-07
946,-1.562203369990277e-08
947,-7.793537023849804e-09
948,-1.2123395902837755e-08
949,-8.71394988152846e-09
950,-1.1904848024917335e-08
951,-2.932444668084498e-08
952,-7.072809994295118e-09
953,-5.108061960152714e-08
954,-1.1074393930933835e-08
955,-6.669143422363217e-08
956,-1.1125936211006627e-08
957,-1.3037309241749328e-08
958,-1.3451635810390345e-07
959,-7.316998868620294e-09
960,-4.278313219330539e-09
961,-1.1123044417040198e-08
962,-8.172133038772465e-09
963,-3.7762201555026285e-08
964,-6.337693619835875e-08
965,-1.1129183078197298e-08
966,-5.040265561806933e-09
967,-1.50208400895326e-08
968,-5.180214611001004e-09
969,-7.315357113841255e-09
970,-5.1123455675566496e-08
971,-1.7286506125432476e-07
972,-1.0025938433548793e-07
973,-1.8477303710990476e-07
974,-3.1319067049050906e-08
975,-9.101727736177169e-08
976,-4.49705864979457e-07
977,-1.766261289944938e-08
978,-1.4256287745863234e-09
979,-2.532620675838825e-08
980,-1.5811168269695035e-08
981,-3.548525945334953e-08
982,-5.311618860902848e-09
983,-4.763314999606531e-08
984,-3.050992729422157e-09
985,-5.505984717331368e-08
986,-3.6799170040232602e-09
987,-1.1661795140944289e-08
988,-2.1492237164737374e-08
989,-1.0887579888016759e-07
990,-4.044187279684925e-09
991,-7.271949323411172e-09
992,-7.384885832061093e-09
993,-3.306028996232888e-09
994,-1.5695128048179426e-08
995,-1.5969423313077944e-08
996,-5.430150832973858e-09
997,-2.9931398837832786e-08
998,-4.5093862006200965e-08
999,-2.3823132460083527e-07
