,IC objective only_IC
1022,-1289.468350582995
1023,-1289.468350582995
1024,-1289.468350582995
1025,-1289.468350582995
1026,-1289.468350582995
1027,-1289.468350582995
1028,-1289.468350582995
1029,-1289.468350582995
1030,-1289.468350582995
1031,-1289.468350582995
1032,-1289.468350582995
1033,-1289.468350582995
1034,-1289.468350582995
1035,-1289.468350582995
1036,-1289.468350582995
1037,-1289.468350582995
1038,-1289.468350582995
1039,-1289.468350582995
1040,-1289.468350582995
1041,-1289.468350582995
1042,-1289.468350582995
1043,-1289.468350582995
1044,-1289.468350582995
1045,-1289.468350582995
1046,-1289.468350582995
1047,-1289.468350582995
1048,-1289.468350582995
1049,-1289.468350582995
1050,-1289.468350582995
1051,-1289.468350582995
1052,-1289.468350582995
1053,-1289.468350582995
1054,-1289.468350582995
1055,-1289.468350582995
1056,-1289.468350582995
1057,-1289.468350582995
1058,-1289.468350582995
1059,-1289.468350582995
1060,-1289.468350582995
1061,-1289.468350582995
1062,-1289.468350582995
1063,-1289.468350582995
1064,-1289.468350582995
1065,-1289.468350582995
1066,-1289.468350582995
1067,-1289.468350582995
1068,-1289.468350582995
1069,-1289.468350582995
1070,-1289.468350582995
1071,-1289.468350582995
1072,-1289.468350582995
1073,-1289.468350582995
1074,-1289.468350582995
1075,-1289.468350582995
1076,-1289.468350582995
1077,-1289.468350582995
1078,-1289.468350582995
1079,-1289.468350582995
1080,-1289.468350582995
1081,-1289.468350582995
1082,-1289.468350582995
1083,-1289.468350582995
1084,-1289.468350582995
1085,-1289.468350582995
1086,-1289.468350582995
1087,-1289.468350582995
1088,-1289.468350582995
1089,-1289.468350582995
1090,-1289.468350582995
1091,-1289.468350582995
1092,-1289.468350582995
1093,-1289.468350582995
1094,-1289.468350582995
1095,-1289.468350582995
1096,-1289.468350582995
1097,-1289.468350582995
1098,-1289.468350582995
1099,-1289.468350582995
1100,-1289.468350582995
1101,-1289.468350582995
1102,-1289.468350582995
1103,-1289.468350582995
1104,-1289.468350582995
1105,-1289.468350582995
1106,-1289.468350582995
1107,-1289.468350582995
1108,-1289.468350582995
1109,-1289.468350582995
1110,-1289.468350582995
1111,-1289.468350582995
1112,-1289.468350582995
1113,-1289.468350582995
1114,-1289.468350582995
1115,-1289.468350582995
1116,-1289.468350582995
1117,-1289.468350582995
1118,-1289.468350582995
1119,-1289.468350582995
1120,-1289.468350582995
1121,-1289.468350582995
1122,-1289.468350582995
1123,-1289.468350582995
1124,-1289.468350582995
1125,-1289.468350582995
1126,-1289.468350582995
1127,-1289.468350582995
1128,-1289.468350582995
1129,-1289.468350582995
1130,-1289.468350582995
1131,-1289.468350582995
1132,-1289.468350582995
1133,-1289.468350582995
1134,-1289.468350582995
1135,-1289.468350582995
1136,-1289.468350582995
1137,-1289.468350582995
1138,-1289.468350582995
1139,-1289.468350582995
1140,-1289.468350582995
1141,-1289.468350582995
1142,-1289.468350582995
1143,-1289.468350582995
1144,-1289.468350582995
1145,-1289.468350582995
1146,-1289.468350582995
1147,-1289.468350582995
1148,-1289.468350582995
1149,-1289.468350582995
1150,-1289.468350582995
1151,-1289.468350582995
1152,-1289.468350582995
1153,-1289.468350582995
1154,-1289.468350582995
1155,-1289.468350582995
1156,-1289.468350582995
1157,-1289.468350582995
1158,-1289.468350582995
1159,-1289.468350582995
1160,-1289.468350582995
1161,-1289.468350582995
1162,-1289.468350582995
1163,-1289.468350582995
1164,-1289.468350582995
1165,-1289.468350582995
1166,-1289.468350582995
1167,-1289.468350582995
1168,-1289.468350582995
1169,-1289.468350582995
1170,-1289.468350582995
1171,-1289.468350582995
1172,-1289.468350582995
1173,-1289.468350582995
1174,-1289.468350582995
1175,-1289.468350582995
1176,-1289.468350582995
1177,-1289.468350582995
1178,-1289.468350582995
1179,-1289.468350582995
1180,-1289.468350582995
1181,-1289.468350582995
1182,-1289.468350582995
1183,-1289.468350582995
1184,-1289.468350582995
1185,-1289.468350582995
1186,-1289.468350582995
1187,-1289.468350582995
1188,-1289.468350582995
1189,-1289.468350582995
1190,-1289.468350582995
1191,-1289.468350582995
1192,-1289.468350582995
1193,-1289.468350582995
1194,-1289.468350582995
1195,-1289.468350582995
1196,-1289.468350582995
1197,-1289.468350582995
1198,-1289.468350582995
1199,-1289.468350582995
1200,-1289.468350582995
1201,-1289.468350582995
1202,-1289.468350582995
1203,-1289.468350582995
1204,-1289.468350582995
1205,-1289.468350582995
1206,-1289.468350582995
1207,-1289.468350582995
1208,-1289.468350582995
1209,-1289.468350582995
1210,-1289.468350582995
1211,-1289.468350582995
1212,-1289.468350582995
1213,-1289.468350582995
1214,-1289.468350582995
1215,-1289.468350582995
1216,-1289.468350582995
1217,-1289.468350582995
1218,-1289.468350582995
1219,-1289.468350582995
1220,-1289.468350582995
1221,-1289.468350582995
1222,-1289.468350582995
1223,-1289.468350582995
1224,-1289.468350582995
1225,-1289.468350582995
1226,-1289.468350582995
1227,-1289.468350582995
1228,-1289.468350582995
1229,-1289.468350582995
1230,-1289.468350582995
1231,-1289.468350582995
1232,-1289.468350582995
1233,-1289.468350582995
1234,-1289.468350582995
1235,-1289.468350582995
1236,-1289.468350582995
1237,-1289.468350582995
1238,-1289.468350582995
1239,-1289.468350582995
1240,-1289.468350582995
1241,-1289.468350582995
1242,-1289.468350582995
1243,-1289.468350582995
1244,-1289.468350582995
1245,-1289.468350582995
1246,-1289.468350582995
1247,-1289.468350582995
1248,-1289.468350582995
1249,-1289.468350582995
1250,-1289.468350582995
1251,-1289.468350582995
1252,-1289.468350582995
1253,-1289.468350582995
1254,-1289.468350582995
1255,-1289.468350582995
1256,-1289.468350582995
1257,-1289.468350582995
1258,-1289.468350582995
1259,-1289.468350582995
1260,-1289.468350582995
1261,-1289.468350582995
1262,-1289.468350582995
1263,-1289.468350582995
1264,-1289.468350582995
1265,-1289.468350582995
1266,-1289.468350582995
1267,-1289.468350582995
1268,-1289.468350582995
1269,-1289.468350582995
1270,-1289.468350582995
1271,-1289.468350582995
1272,-1289.468350582995
1273,-1289.468350582995
1274,-1289.468350582995
1275,-1289.468350582995
1276,-1289.468350582995
1277,-1289.468350582995
1278,-1289.468350582995
1279,-1289.468350582995
1280,-1289.468350582995
1281,-1289.468350582995
1282,-1289.468350582995
1283,-1289.468350582995
1284,-1289.468350582995
1285,-1289.468350582995
1286,-1289.468350582995
1287,-1289.468350582995
1288,-1289.468350582995
1289,-1289.468350582995
1290,-1289.468350582995
1291,-1289.468350582995
1292,-1289.468350582995
1293,-1289.468350582995
1294,-1289.468350582995
1295,-1289.468350582995
1296,-1289.468350582995
1297,-1289.468350582995
1298,-1289.468350582995
1299,-1289.468350582995
1300,-1289.468350582995
1301,-1289.468350582995
1302,-1289.468350582995
1303,-1289.468350582995
1304,-1289.468350582995
1305,-1289.468350582995
1306,-1289.468350582995
1307,-1289.468350582995
1308,-1289.468350582995
1309,-1289.468350582995
1310,-1289.468350582995
1311,-1289.468350582995
1312,-1289.468350582995
1313,-1289.468350582995
1314,-1289.468350582995
1315,-1289.468350582995
1316,-1289.468350582995
1317,-1289.468350582995
1318,-1289.468350582995
1319,-1289.468350582995
1320,-1289.468350582995
1321,-1289.468350582995
1322,-1289.468350582995
1323,-1289.468350582995
1324,-1289.468350582995
1325,-1289.468350582995
1326,-1289.468350582995
1327,-1289.468350582995
1328,-1289.468350582995
1329,-1289.468350582995
1330,-1289.468350582995
1331,-1289.468350582995
1332,-1289.468350582995
1333,-1289.468350582995
1334,-1289.468350582995
1335,-1289.468350582995
1336,-1289.468350582995
1337,-1289.468350582995
1338,-1289.468350582995
1339,-1289.468350582995
1340,-1289.468350582995
1341,-1289.468350582995
1342,-1289.468350582995
1343,-1289.468350582995
1344,-1289.468350582995
1345,-1289.468350582995
1346,-1289.468350582995
1347,-1289.468350582995
1348,-1289.468350582995
1349,-1289.468350582995
1350,-1289.468350582995
1351,-1289.468350582995
1352,-1289.468350582995
1353,-1289.468350582995
1354,-1289.468350582995
1355,-1289.468350582995
1356,-1289.468350582995
1357,-1289.468350582995
1358,-1289.468350582995
1359,-1289.468350582995
1360,-1289.468350582995
1361,-1289.468350582995
1362,-1289.468350582995
1363,-1289.468350582995
1364,-1289.468350582995
1365,-1289.468350582995
1366,-1289.468350582995
1367,-1289.468350582995
1368,-1289.468350582995
1369,-1289.468350582995
1370,-1289.468350582995
1371,-1289.468350582995
1372,-1289.468350582995
1373,-1289.468350582995
1374,-1289.468350582995
1375,-1289.468350582995
1376,-1289.468350582995
1377,-1289.468350582995
1378,-1289.468350582995
1379,-1289.468350582995
1380,-1289.468350582995
1381,-1289.468350582995
1382,-1289.468350582995
1383,-1289.468350582995
1384,-1289.468350582995
1385,-1289.468350582995
1386,-1289.468350582995
1387,-1289.468350582995
1388,-1289.468350582995
1389,-1289.468350582995
1390,-1289.468350582995
1391,-1289.468350582995
1392,-1289.468350582995
1393,-1289.468350582995
1394,-1289.468350582995
1395,-1289.468350582995
1396,-1289.468350582995
1397,-1289.468350582995
1398,-1289.468350582995
1399,-1289.468350582995
1400,-1289.468350582995
1401,-1289.468350582995
1402,-1289.468350582995
1403,-1289.468350582995
1404,-1289.468350582995
1405,-1289.468350582995
1406,-1289.468350582995
1407,-1289.468350582995
1408,-1289.468350582995
1409,-1289.468350582995
1410,-1289.468350582995
1411,-1289.468350582995
1412,-1289.468350582995
1413,-1289.468350582995
1414,-1289.468350582995
1415,-1289.468350582995
1416,-1289.468350582995
1417,-1289.468350582995
1418,-1289.468350582995
1419,-1289.468350582995
1420,-1289.468350582995
1421,-1289.468350582995
1422,-1289.468350582995
1423,-1289.468350582995
1424,-1289.468350582995
1425,-1289.468350582995
1426,-1289.468350582995
1427,-1289.468350582995
1428,-1289.468350582995
1429,-1289.468350582995
1430,-1289.468350582995
1431,-1289.468350582995
1432,-1289.468350582995
1433,-1289.468350582995
1434,-1289.468350582995
1435,-1289.468350582995
1436,-1289.468350582995
1437,-1289.468350582995
1438,-1289.468350582995
1439,-1289.468350582995
1440,-1289.468350582995
1441,-1289.468350582995
1442,-1289.468350582995
1443,-1289.468350582995
1444,-1289.468350582995
1445,-1289.468350582995
1446,-1289.468350582995
1447,-1289.468350582995
1448,-1289.468350582995
1449,-1289.468350582995
1450,-1289.468350582995
1451,-1289.468350582995
1452,-1289.468350582995
1453,-1289.468350582995
1454,-1289.468350582995
1455,-1289.468350582995
1456,-1289.468350582995
1457,-1289.468350582995
1458,-1289.468350582995
1459,-1289.468350582995
1460,-1289.468350582995
1461,-1289.468350582995
1462,-1289.468350582995
1463,-1289.468350582995
1464,-1289.468350582995
1465,-1289.468350582995
1466,-1289.468350582995
1467,-1289.468350582995
1468,-1289.468350582995
1469,-1289.468350582995
1470,-1289.468350582995
1471,-1289.468350582995
1472,-1289.468350582995
1473,-1289.468350582995
1474,-1289.468350582995
1475,-1289.468350582995
1476,-1289.468350582995
1477,-1289.468350582995
1478,-1289.468350582995
1479,-1289.468350582995
1480,-1289.468350582995
1481,-1289.468350582995
1482,-1289.468350582995
1483,-1289.468350582995
1484,-1289.468350582995
1485,-1289.468350582995
1486,-1289.468350582995
1487,-1289.468350582995
1488,-1289.468350582995
1489,-1289.468350582995
1490,-1289.468350582995
1491,-1289.468350582995
1492,-1289.468350582995
1493,-1289.468350582995
1494,-1289.468350582995
1495,-1289.468350582995
1496,-1289.468350582995
1497,-1289.468350582995
1498,-1289.468350582995
1499,-1289.468350582995
1500,-1289.468350582995
1501,-1289.468350582995
1502,-1289.468350582995
1503,-1289.468350582995
1504,-1289.468350582995
1505,-1289.468350582995
1506,-1289.468350582995
1507,-1289.468350582995
1508,-1289.468350582995
1509,-1289.468350582995
1510,-1289.468350582995
1511,-1289.468350582995
1512,-1289.468350582995
1513,-1289.468350582995
1514,-1289.468350582995
1515,-1289.468350582995
1516,-1289.468350582995
1517,-1289.468350582995
1518,-1289.468350582995
1519,-1289.468350582995
1520,-1289.468350582995
1521,-1289.468350582995
1522,-1289.468350582995
1523,-1289.468350582995
1524,-1289.468350582995
1525,-1289.468350582995
1526,-1289.468350582995
1527,-1289.468350582995
1528,-1289.468350582995
1529,-1289.468350582995
1530,-1289.468350582995
1531,-1289.468350582995
1532,-1289.468350582995
1533,-1289.468350582995
1534,-1289.468350582995
1535,-1289.468350582995
1536,-1289.468350582995
1537,-1289.468350582995
1538,-1289.468350582995
1539,-1289.468350582995
1540,-1289.468350582995
1541,-1289.468350582995
1542,-1289.468350582995
1543,-1289.468350582995
1544,-1289.468350582995
1545,-1289.468350582995
1546,-1289.468350582995
1547,-1289.468350582995
1548,-1289.468350582995
1549,-1289.468350582995
1550,-1289.468350582995
1551,-1289.468350582995
1552,-1289.468350582995
1553,-1289.468350582995
1554,-1289.468350582995
1555,-1289.468350582995
1556,-1289.468350582995
1557,-1289.468350582995
1558,-1289.468350582995
1559,-1289.468350582995
1560,-1289.468350582995
1561,-1289.468350582995
1562,-1289.468350582995
1563,-1289.468350582995
1564,-1289.468350582995
1565,-1289.468350582995
1566,-1289.468350582995
1567,-1289.468350582995
1568,-1289.468350582995
1569,-1289.468350582995
1570,-1289.468350582995
1571,-1289.468350582995
1572,-1289.468350582995
1573,-1289.468350582995
1574,-1289.468350582995
1575,-1289.468350582995
1576,-1289.468350582995
1577,-1289.468350582995
1578,-1289.468350582995
1579,-1289.468350582995
1580,-1289.468350582995
1581,-1289.468350582995
1582,-1289.468350582995
1583,-1289.468350582995
1584,-1289.468350582995
1585,-1289.468350582995
1586,-1289.468350582995
1587,-1289.468350582995
1588,-1289.468350582995
1589,-1289.468350582995
1590,-1289.468350582995
1591,-1289.468350582995
1592,-1289.468350582995
1593,-1289.468350582995
1594,-1289.468350582995
1595,-1289.468350582995
1596,-1289.468350582995
1597,-1289.468350582995
1598,-1289.468350582995
1599,-1289.468350582995
1600,-1289.468350582995
1601,-1289.468350582995
1602,-1289.468350582995
1603,-1289.468350582995
1604,-1289.468350582995
1605,-1289.468350582995
1606,-1289.468350582995
1607,-1289.468350582995
1608,-1289.468350582995
1609,-1289.468350582995
1610,-1289.468350582995
1611,-1289.468350582995
1612,-1289.468350582995
1613,-1289.468350582995
1614,-1289.468350582995
1615,-1289.468350582995
1616,-1289.468350582995
1617,-1289.468350582995
1618,-1289.468350582995
1619,-1289.468350582995
1620,-1289.468350582995
1621,-1289.468350582995
1622,-1289.468350582995
1623,-1289.468350582995
1624,-1289.468350582995
1625,-1289.468350582995
1626,-1289.468350582995
1627,-1289.468350582995
1628,-1289.468350582995
1629,-1289.468350582995
1630,-1289.468350582995
1631,-1289.468350582995
1632,-1289.468350582995
1633,-1289.468350582995
1634,-1289.468350582995
1635,-1289.468350582995
1636,-1289.468350582995
1637,-1289.468350582995
1638,-1289.468350582995
1639,-1289.468350582995
1640,-1289.468350582995
1641,-1289.468350582995
1642,-1289.468350582995
1643,-1289.468350582995
1644,-1289.468350582995
1645,-1289.468350582995
1646,-1289.468350582995
1647,-1289.468350582995
1648,-1289.468350582995
1649,-1289.468350582995
1650,-1289.468350582995
1651,-1289.468350582995
1652,-1289.468350582995
1653,-1289.468350582995
1654,-1289.468350582995
1655,-1289.468350582995
1656,-1289.468350582995
1657,-1289.468350582995
1658,-1289.468350582995
1659,-1289.468350582995
1660,-1289.468350582995
1661,-1289.468350582995
1662,-1289.468350582995
1663,-1289.468350582995
1664,-1289.468350582995
1665,-1289.468350582995
1666,-1289.468350582995
1667,-1289.468350582995
1668,-1289.468350582995
1669,-1289.468350582995
1670,-1289.468350582995
1671,-1289.468350582995
1672,-1289.468350582995
1673,-1289.468350582995
1674,-1289.468350582995
1675,-1289.468350582995
1676,-1289.468350582995
1677,-1289.468350582995
1678,-1289.468350582995
1679,-1289.468350582995
1680,-1289.468350582995
1681,-1289.468350582995
1682,-1289.468350582995
1683,-1289.468350582995
1684,-1289.468350582995
1685,-1289.468350582995
1686,-1289.468350582995
1687,-1289.468350582995
1688,-1289.468350582995
1689,-1289.468350582995
1690,-1289.468350582995
1691,-1289.468350582995
1692,-1289.468350582995
1693,-1289.468350582995
1694,-1289.468350582995
1695,-1289.468350582995
1696,-1289.468350582995
1697,-1289.468350582995
1698,-1289.468350582995
1699,-1289.468350582995
1700,-1289.468350582995
1701,-1289.468350582995
1702,-1289.468350582995
1703,-1289.468350582995
1704,-1289.468350582995
1705,-1289.468350582995
1706,-1289.468350582995
1707,-1289.468350582995
1708,-1289.468350582995
1709,-1289.468350582995
1710,-1289.468350582995
1711,-1289.468350582995
1712,-1289.468350582995
1713,-1289.468350582995
1714,-1289.468350582995
1715,-1289.468350582995
1716,-1289.468350582995
1717,-1289.468350582995
1718,-1289.468350582995
1719,-1289.468350582995
1720,-1289.468350582995
1721,-1289.468350582995
1722,-1289.468350582995
1723,-1289.468350582995
1724,-1289.468350582995
1725,-1289.468350582995
1726,-1289.468350582995
1727,-1289.468350582995
1728,-1289.468350582995
1729,-1289.468350582995
1730,-1289.468350582995
1731,-1289.468350582995
1732,-1289.468350582995
1733,-1289.468350582995
1734,-1289.468350582995
1735,-1289.468350582995
1736,-1289.468350582995
1737,-1289.468350582995
1738,-1289.468350582995
1739,-1289.468350582995
1740,-1289.468350582995
1741,-1289.468350582995
1742,-1289.468350582995
1743,-1289.468350582995
1744,-1289.468350582995
1745,-1289.468350582995
1746,-1289.468350582995
1747,-1289.468350582995
1748,-1289.468350582995
1749,-1289.468350582995
1750,-1289.468350582995
1751,-1289.468350582995
1752,-1289.468350582995
1753,-1289.468350582995
1754,-1289.468350582995
1755,-1289.468350582995
1756,-1289.468350582995
1757,-1289.468350582995
1758,-1289.468350582995
1759,-1289.468350582995
1760,-1289.468350582995
1761,-1289.468350582995
1762,-1289.468350582995
1763,-1289.468350582995
1764,-1289.468350582995
1765,-1289.468350582995
1766,-1289.468350582995
1767,-1289.468350582995
1768,-1289.468350582995
1769,-1289.468350582995
1770,-1289.468350582995
1771,-1289.468350582995
1772,-1289.468350582995
1773,-1289.468350582995
1774,-1289.468350582995
1775,-1289.468350582995
1776,-1289.468350582995
1777,-1289.468350582995
1778,-1289.468350582995
1779,-1289.468350582995
1780,-1289.468350582995
1781,-1289.468350582995
1782,-1289.468350582995
1783,-1289.468350582995
1784,-1289.468350582995
1785,-1289.468350582995
1786,-1289.468350582995
1787,-1289.468350582995
1788,-1289.468350582995
1789,-1289.468350582995
1790,-1289.468350582995
1791,-1289.468350582995
1792,-1289.468350582995
1793,-1289.468350582995
1794,-1289.468350582995
1795,-1289.468350582995
1796,-1289.468350582995
1797,-1289.468350582995
1798,-1289.468350582995
1799,-1289.468350582995
1800,-1289.468350582995
1801,-1289.468350582995
1802,-1289.468350582995
1803,-1289.468350582995
1804,-1289.468350582995
1805,-1289.468350582995
1806,-1289.468350582995
1807,-1289.468350582995
1808,-1289.468350582995
1809,-1289.468350582995
1810,-1289.468350582995
1811,-1289.468350582995
1812,-1289.468350582995
1813,-1289.468350582995
1814,-1289.468350582995
1815,-1289.468350582995
1816,-1289.468350582995
1817,-1289.468350582995
1818,-1289.468350582995
1819,-1289.468350582995
1820,-1289.468350582995
1821,-1289.468350582995
1822,-1289.468350582995
1823,-1289.468350582995
1824,-1289.468350582995
1825,-1289.468350582995
1826,-1289.468350582995
1827,-1289.468350582995
1828,-1289.468350582995
1829,-1289.468350582995
1830,-1289.468350582995
1831,-1289.468350582995
1832,-1289.468350582995
1833,-1289.468350582995
1834,-1289.468350582995
1835,-1289.468350582995
1836,-1289.468350582995
1837,-1289.468350582995
1838,-1289.468350582995
1839,-1289.468350582995
1840,-1289.468350582995
1841,-1289.468350582995
1842,-1289.468350582995
1843,-1289.468350582995
1844,-1289.468350582995
1845,-1289.468350582995
1846,-1289.468350582995
1847,-1289.468350582995
1848,-1289.468350582995
1849,-1289.468350582995
1850,-1289.468350582995
1851,-1289.468350582995
1852,-1289.468350582995
1853,-1289.468350582995
1854,-1289.468350582995
1855,-1289.468350582995
1856,-1289.468350582995
1857,-1289.468350582995
1858,-1289.468350582995
1859,-1289.468350582995
1860,-1289.468350582995
1861,-1289.468350582995
1862,-1289.468350582995
1863,-1289.468350582995
1864,-1289.468350582995
1865,-1289.468350582995
1866,-1289.468350582995
1867,-1289.468350582995
1868,-1289.468350582995
1869,-1289.468350582995
1870,-1289.468350582995
1871,-1289.468350582995
1872,-1289.468350582995
1873,-1289.468350582995
1874,-1289.468350582995
1875,-1289.468350582995
1876,-1289.468350582995
1877,-1289.468350582995
1878,-1289.468350582995
1879,-1289.468350582995
1880,-1289.468350582995
1881,-1289.468350582995
1882,-1289.468350582995
1883,-1289.468350582995
1884,-1289.468350582995
1885,-1289.468350582995
1886,-1289.468350582995
1887,-1289.468350582995
1888,-1289.468350582995
1889,-1289.468350582995
1890,-1289.468350582995
1891,-1289.468350582995
1892,-1289.468350582995
1893,-1289.468350582995
1894,-1289.468350582995
1895,-1289.468350582995
1896,-1289.468350582995
1897,-1289.468350582995
1898,-1289.468350582995
1899,-1289.468350582995
1900,-1289.468350582995
1901,-1289.468350582995
1902,-1289.468350582995
1903,-1289.468350582995
1904,-1289.468350582995
1905,-1289.468350582995
1906,-1289.468350582995
1907,-1289.468350582995
1908,-1289.468350582995
1909,-1289.468350582995
1910,-1289.468350582995
1911,-1289.468350582995
1912,-1289.468350582995
1913,-1289.468350582995
1914,-1289.468350582995
1915,-1289.468350582995
1916,-1289.468350582995
1917,-1289.468350582995
1918,-1289.468350582995
1919,-1289.468350582995
1920,-1289.468350582995
1921,-1289.468350582995
1922,-1289.468350582995
1923,-1289.468350582995
1924,-1289.468350582995
1925,-1289.468350582995
1926,-1289.468350582995
1927,-1289.468350582995
1928,-1289.468350582995
1929,-1289.468350582995
1930,-1289.468350582995
1931,-1289.468350582995
1932,-1289.468350582995
1933,-1289.468350582995
1934,-1289.468350582995
1935,-1289.468350582995
1936,-1289.468350582995
1937,-1289.468350582995
1938,-1289.468350582995
1939,-1289.468350582995
1940,-1289.468350582995
1941,-1289.468350582995
1942,-1289.468350582995
1943,-1289.468350582995
1944,-1289.468350582995
1945,-1289.468350582995
1946,-1289.468350582995
1947,-1289.468350582995
1948,-1289.468350582995
1949,-1289.468350582995
1950,-1289.468350582995
1951,-1289.468350582995
1952,-1289.468350582995
1953,-1289.468350582995
1954,-1289.468350582995
1955,-1289.468350582995
1956,-1289.468350582995
1957,-1289.468350582995
1958,-1289.468350582995
1959,-1289.468350582995
1960,-1289.468350582995
1961,-1289.468350582995
1962,-1289.468350582995
1963,-1289.468350582995
1964,-1289.468350582995
1965,-1289.468350582995
1966,-1289.468350582995
1967,-1289.468350582995
1968,-1289.468350582995
1969,-1289.468350582995
1970,-1289.468350582995
1971,-1289.468350582995
1972,-1289.468350582995
1973,-1289.468350582995
1974,-1289.468350582995
1975,-1289.468350582995
1976,-1289.468350582995
1977,-1289.468350582995
1978,-1289.468350582995
1979,-1289.468350582995
1980,-1289.468350582995
1981,-1289.468350582995
1982,-1289.468350582995
1983,-1289.468350582995
1984,-1289.468350582995
1985,-1289.468350582995
1986,-1289.468350582995
1987,-1289.468350582995
1988,-1289.468350582995
1989,-1289.468350582995
1990,-1289.468350582995
1991,-1289.468350582995
1992,-1289.468350582995
1993,-1289.468350582995
1994,-1289.468350582995
1995,-1289.468350582995
1996,-1289.468350582995
1997,-1289.468350582995
1998,-1289.468350582995
1999,-1289.468350582995
